First,Last,Nickname,Height,Weight,Reach,Stance,Wins,Loss,Draw
Mike,Bronzoulis,The Greek,72,155,NULL,NULL,18,9,1
Jonathan,Brookins,NULL,72,145,74,Southpaw,16,10,0
Will,Brooks,Ill,70,155,72,Orthodox,18,4,0
Jarred,Brooks,The Monkey God,63,125,62,Switch,13,2,0
Rob,Broughton,The Bear,74,265,74,Orthodox,16,7,1
Lee,Brousseau,Manimal,73,205,NULL,NULL,5,3,0
Matt,Brown,The Immortal,72,170,75,Orthodox,25,19,0
Mike,Brown,NULL,66,145,70,Orthodox,26,9,0
Dominic,Brown,NULL,71,190,NULL,NULL,16,23,0
Todd,Brown,Bulldog,71,205,NULL,Orthodox,16,4,0
Terrell,Brown,NULL,0,185,NULL,NULL,3,1,0
Chris,Brown,NULL,0,170,NULL,NULL,10,1,0
Frederick,Brown,NULL,72,235,NULL,NULL,3,2,0
Randy,Brown,Rudeboy,75,170,78,Orthodox,16,4,0
Damien,Brown,Beatdown,70,155,68,Orthodox,17,12,0
TJ,Brown,Downtown,69,145,72,Switch,16,9,0
Humberto,Brown Morrison,NULL,70,145,NULL,NULL,4,6,0
Travis,Browne,Hapa,78,255,79,Orthodox,18,7,1
Junie,Browning,NULL,69,155,NULL,Orthodox,5,6,0
Jules,Bruchez,NULL,72,205,NULL,Southpaw,1,2,0
Justin,Bruckmann,Loaf,69,170,NULL,Orthodox,7,3,0
Cody,Brundage,NULL,72,185,72,Orthodox,8,2,0
Steve,Bruno,Hollywood,70,170,NULL,Orthodox,15,6,0
Fernando,Bruno,Acougueiro,66,145,NULL,NULL,15,4,0
Derek,Brunson,NULL,73,185,77,Southpaw,23,8,0
Josh,Bryant,The Beast,70,185,NULL,Orthodox,15,4,0
Dennis,Bryant,The Beard,72,205,NULL,Orthodox,5,2,0
Lukasz,Brzeski,The Bull,76,236,78,Orthodox,8,2,1
Justin,Buchholz,NULL,72,155,73,Orthodox,15,10,0
Zak,Bucia,NULL,70,170,NULL,NULL,17,8,0
Courtney,Buck,NULL,70,135,NULL,Orthodox,12,11,0
Joaquin,Buckley,New Mansa,70,185,76,Southpaw,15,5,0
Martin,Buday,Badys,76,265,77,Orthodox,11,1,0
Julia,Budd,NULL,67,145,67,NULL,10,2,0
Mike,Budnik,NULL,69,145,68,Orthodox,13,4,0
Francisco,Bueno,NULL,69,225,NULL,Orthodox,5,2,0
Mayra,Bueno Silva,Sheetara,66,135,66,Orthodox,9,2,1
Paul,Buentello,The Headhunter,74,245,77,Orthodox,35,17,0
Modestas,Bukauskas,The Baltic Gladiator,75,205,78,Switch,11,5,0
Lee Kwan,Bum,NULL,74,286,NULL,Orthodox,0,1,0
Josh,Bumgarner,NULL,73,170,NULL,NULL,6,4,0
Shawn,Bunch,Bunch the Great,65,135,NULL,NULL,7,3,0
Shane,Burgos,Hurricane,71,145,75,Orthodox,15,3,0
Joshua,Burkman,The People's Warrior,70,170,72,Orthodox,28,16,0
Justin,Burlinson,NULL,73,170,74,Switch,6,1,0
Mads,Burnell,NULL,68,145,69,Orthodox,9,3,0
Mikey,Burnett,The Eastside Assassin,66,170,NULL,Orthodox,5,2,0
Kevin,Burns,The Fire,70,170,74,Orthodox,12,7,0
Gilbert,Burns,Durinho,70,170,71,Orthodox,20,5,0
Josh,Burns,The Hammer,73,244,NULL,NULL,8,10,0
Herbert,Burns,The Blaze,69,145,73,Orthodox,11,4,0
Derrick,Burnsed,NULL,0,155,NULL,NULL,1,0,3
Nah-Shon,Burrell,The Rock n Rolla,71,170,NULL,Orthodox,15,7,0
Martin,Buschkamp,NULL,69,145,NULL,Orthodox,9,0,0
George,Bush,NULL,73,205,NULL,NULL,5,2,0
Bubba,Bush,The Fightin' Texas Aggie,72,185,NULL,Orthodox,8,3,0
Dakota,Bush,NULL,70,155,73,Orthodox,8,4,0
Murilo,Bustamante,NULL,74,183,NULL,Orthodox,15,8,1
Nick,Bustamante,NULL,69,170,NULL,NULL,5,3,0
Eduardo,Bustillos,NULL,68,135,NULL,NULL,5,3,0
Jason,Butcher,NULL,75,185,NULL,NULL,10,2,0
Todd,Butler,NULL,73,200,NULL,Southpaw,1,4,0
Goldman,Butler,NULL,0,NULL,NULL,NULL,1,4,0
Ian,Butler,NULL,68,155,NULL,NULL,3,3,0
Raphael,Butler,The Silencer,75,261,NULL,NULL,9,2,1
JP,Buys,Young Savage,65,125,67,Orthodox,9,5,0
Dennis,Buzukja,The Great,69,145,70,Switch,8,2,0
Charles,Byrd,Kid Dynamite,70,185,73,Orthodox,10,7,0
Steve,Byrnes,The Sergeant,72,170,NULL,Orthodox,6,1,0
Michael,Byrnes,NULL,71,155,NULL,NULL,5,3,0
Yan,Cabral,NULL,71,155,73,Orthodox,13,3,0
Alvin,Cacdac,NULL,66,125,NULL,Orthodox,18,13,0
Alex,Caceres,Bruce Leeroy,70,145,73,Southpaw,19,13,0
Vince,Cachero,The Anomaly,66,145,68,Orthodox,7,4,0
Priscila,Cachoeira,Zombie Girl,67,125,65,Orthodox,12,4,0
Travis,Calanoc,The Dark Knight,68,145,NULL,Orthodox,5,1,0
Ricky,Calatayud,NULL,69,125,NULL,NULL,16,2,0
Darrion,Caldwell,The Wolf,70,135,NULL,NULL,10,1,0
Taylor,Callens,NULL,70,155,NULL,NULL,6,0,0
Cynthia,Calvillo,NULL,64,125,64,Orthodox,9,5,1
Joe,Camacho,NULL,69,155,NULL,Orthodox,13,19,3
Frank,Camacho,The Crank,70,155,73,Orthodox,22,10,0
Fabricio,Camoes,Morango,70,155,71,Orthodox,14,9,1
Chris,Camozzi,NULL,74,185,75,Orthodox,24,13,0
Brian,Camozzi,Mantis,74,170,78,Orthodox,7,5,0
Ricky,Camp,2 Slick,67,135,NULL,NULL,11,4,0
Mike,Campbell,The Beast,69,155,NULL,Southpaw,13,4,0
Thomas,Campbell,NULL,0,NULL,NULL,NULL,3,3,0
Shane,Campbell,Shaolin,72,155,71,Orthodox,14,6,0
Charlie,Campbell,The Cannibal,72,155,NULL,Orthodox,6,2,0
John,Campetella,NULL,69,235,NULL,Orthodox,0,1,0
Wagner,Campos,Galeto,66,145,NULL,Southpaw,12,10,0
Derek,Campos,The Stallion,69,155,NULL,NULL,19,6,0
Will,Campuzano,NULL,69,125,70,Orthodox,14,6,0
Aleksa,Camur,NULL,73,205,74,Orthodox,6,2,0
Chico,Camus,The King,66,125,66,Orthodox,17,7,0
Asbel,Cancio,NULL,70,225,NULL,NULL,0,1,0
Carlos,Candelario,The Cannon,68,125,68,Southpaw,8,3,0
Ronaldo,Candido,Pacman,66,125,NULL,Southpaw,6,0,0
Luiz,Cane,Banha,74,185,77,Southpaw,17,7,0
Guido,Cannetti,Ninja,66,135,68,Southpaw,10,7,0
Jared,Cannonier,The Killa Gorilla,71,185,77,Switch,15,6,0
Jose,Canseco,NULL,76,240,NULL,Orthodox,0,1,0
Cody,Canterbury,NULL,68,155,NULL,NULL,1,10,0
Bo,Cantrell,Redrum,74,235,NULL,Orthodox,10,10,0
Steve,Cantwell,The Robot,74,185,75,Orthodox,7,6,0
Paul,Capaldo,NULL,67,135,NULL,NULL,6,0,0
Phil,Caracappa,The Hitman,68,135,70,Orthodox,6,1,0
Frank,Caracci,NULL,0,NULL,NULL,NULL,2,3,0
Gina,Carano,Conviction,68,145,NULL,Orthodox,7,1,0
Dos,Caras Jr.,NULL,76,225,NULL,Orthodox,9,5,0
Bryan,Caraway,Kid Lightning,68,135,68,Orthodox,21,9,0
Remo,Cardarelli,NULL,0,135,NULL,NULL,7,5,0
Phil,Cardella,NULL,71,155,NULL,NULL,8,5,0
Edgar,Cardenas,Kitty Katt,0,145,NULL,NULL,4,1,0
Chris,Cariaso,Kamikaze,63,125,64,Southpaw,17,8,0
Ronald,Carillo,NULL,0,125,NULL,NULL,4,2,0
Rafael,Carino,NULL,80,245,NULL,Orthodox,2,1,1
Don,Carlo-Clauss,NULL,0,170,NULL,NULL,10,7,0
Antonio,Carlos Junior,Cara de Sapato,74,185,79,Orthodox,11,5,0
Spike,Carlyle,Alpha Ginger,68,145,71,Switch,9,3,0
Francis,Carmont,Limitless,75,205,78,Orthodox,25,12,0
Liz,Carmouche,Girlrilla,66,125,66,Orthodox,13,7,0
Roan,Carneiro,Jucao,71,170,76,Orthodox,21,11,0
Ariane,Carnelossi,Sorriso,62,115,61,Orthodox,14,3,0
Luana,Carolina,Dread,66,125,69,Orthodox,8,3,0
Tim,Caron,The Bear,73,185,NULL,Orthodox,7,1,0
Clayton,Carpenter,NULL,66,125,68,Orthodox,6,0,0
Gabriel,Carrasco,NULL,66,135,NULL,NULL,7,0,0
Cody,Carrillo,NULL,70,155,NULL,NULL,11,16,0
Cain,Carrizosa,The Insane,68,155,NULL,Orthodox,10,3,0
Roger,Carroll,The Leprechaun,70,170,NULL,NULL,16,14,0
Jonny,Carson,NULL,70,155,NULL,NULL,11,7,0
Scott,Carson,NULL,74,215,NULL,NULL,4,2,0
Shonie,Carter,Mr. International,70,170,NULL,Southpaw,51,31,7
Jack,Cartwright,NULL,69,135,68,Orthodox,10,1,0
Bruno,Carvalho,NULL,68,154,NULL,NULL,10,5,0
Antonio,Carvalho,Pato,69,145,70,Orthodox,15,6,0
Rafael,Carvalho,NULL,75,185,NULL,NULL,14,1,0
Shane,Carwin,The Engineer,74,265,80,Orthodox,12,2,0
Johnny,Case,Hollywood,70,155,72,Orthodox,22,6,0
Kevin,Casey,King,71,185,77,Southpaw,9,5,2
Cortney,Casey,Cast Iron,67,125,67,Orthodox,10,10,0
Brandon,Cash,Money,77,255,NULL,Orthodox,10,4,0
Bendy,Casimir,NULL,65,145,NULL,Southpaw,20,14,2
Dwayne,Cason,NULL,70,212,NULL,Orthodox,1,1,0
Joe,Cason,NULL,75,205,NULL,NULL,9,1,0
John,Castaneda,Sexy Mexi,66,135,71,Switch,19,6,0
Eric,Castile,NULL,68,145,NULL,NULL,3,2,0
Gil,Castillo,NULL,69,170,NULL,Southpaw,8,5,0
Danny,Castillo,Last Call,69,155,71,Orthodox,17,10,0
Raul,Castillo,NULL,71,185,NULL,Orthodox,7,1,0
Jenna,Castillo,NULL,62,125,NULL,NULL,1,0,0
Tim,Catalfo,Obake,71,235,NULL,Orthodox,4,2,0
Nick,Catone,The Jersey Devil,72,185,72,Southpaw,10,4,0
Luke,Caudillo,Lil' Hulk,67,155,NULL,Orthodox,17,17,0
Gesias,Cavalcante,JZ,68,155,71,Orthodox,21,10,1
Rafael,Cavalcante,Feijao,73,205,74,Orthodox,12,7,0
Magnus,Cedenblad,Jycken,77,185,79,Orthodox,14,5,0
Yosdenis,Cedeno,Pink Panther,68,155,69,Orthodox,10,6,1
Henry,Cejudo,The Messenger,64,135,64,Orthodox,16,2,0
Adam,Cella,El Naturel,74,170,NULL,NULL,6,8,0
Vinicius,Cenci,Chambinho,73,155,74,Orthodox,7,2,0
Donald,Cerrone,Cowboy,73,155,73,Orthodox,36,17,0
Jared,Chaffee,NULL,70,155,NULL,NULL,5,2,0
Luan,Chagas,Tarzan,72,170,75,Orthodox,15,3,1
Edgar,Chairez,Pitbull,67,125,NULL,Orthodox,8,4,0
Ansar,Chalangov,NULL,69,170,NULL,Orthodox,14,5,0
Alex,Chambers,Astro Girl,63,115,63,Southpaw,5,5,0
Michael,Chandler,Iron,68,155,71,Orthodox,23,8,0
Chelsea,Chandler,NULL,68,145,68,Southpaw,5,1,0
Donnie,Chappell,NULL,71,178,NULL,Southpaw,0,1,0
Joe,Charles,The Ghetto Man,73,260,NULL,Southpaw,6,13,0
Dan,Charles,The Man,74,228,NULL,NULL,10,6,1
Ernest,Chavez,EJ,68,145,70,Orthodox,10,2,0
Emilio,Chavez,NULL,69,145,NULL,NULL,12,9,0
Danny,Chavez,The Colombian Warrior,68,145,67,Orthodox,11,5,1
Gabriel,Checco,Zangief,73,185,NULL,Switch,10,2,0
Albert,Cheng,NULL,71,170,NULL,Orthodox,7,4,0
Fabio,Cherant,Water Buffalo,73,205,74,Southpaw,7,4,0
Ion,Cherdivara,NULL,0,205,NULL,NULL,1,1,0
Mark,Cherico,The Pride of Bloomfield,67,145,69,Orthodox,11,1,0
Macy,Chiasson,NULL,71,135,72,Orthodox,9,3,0
Michael,Chiesa,Maverick,73,170,75,Southpaw,18,6,0
Giga,Chikadze,Ninja,72,145,74,Orthodox,14,3,0
Khamzat,Chimaev,Borz,74,170,75,Orthodox,12,0,0
Sako,Chivitchian,NULL,71,155,NULL,NULL,8,1,0
Mu Bae,Choi,NULL,74,230,NULL,Orthodox,12,6,0
Hong Man,Choi,Techno Goliath,86,330,NULL,Orthodox,4,5,0
Dooho,Choi,The Korean Superboy,70,145,70,Orthodox,14,4,0
SeungWoo,Choi,Sting,72,145,74,Orthodox,10,6,0
SeungGuk,Choi,NULL,66,125,64,Orthodox,6,1,0
John,Cholish,NULL,71,155,74,Orthodox,8,3,0
Ryo,Chonan,Piranah,69,170,70,Orthodox,22,13,0
Katlyn,Chookagian,Blonde Fighter,69,125,68,Orthodox,18,5,0
Will,Chope,The Kill,76,145,NULL,Switch,34,13,0
Joachim,Christensen,NULL,75,205,76,Orthodox,14,6,0
Dan,Christison,The Sandman,80,265,NULL,Orthodox,20,7,0
Anthony,Christodoulou,NULL,69,155,NULL,Orthodox,12,7,0
Murad,Chunkaiev,NULL,71,185,NULL,Orthodox,8,4,0
Cameron,Church,NULL,71,155,72,Orthodox,4,1,0
Steven,Ciaccio,Stryker,72,170,NULL,NULL,4,4,0
Mike,Ciesnolevicz,NULL,72,235,NULL,Orthodox,19,4,0
Hannah,Cifers,Shockwave,61,115,62,Orthodox,10,7,0
Branko,Cikatic,NULL,73,215,NULL,Orthodox,0,2,0
Nikolajus,Cilkinas,NULL,0,NULL,NULL,Orthodox,2,6,0
Misha,Cirkunov,NULL,75,205,77,Orthodox,15,9,0
Johnny,Cisneros,The Tattooed Terror,71,170,NULL,NULL,9,6,0
Laverne,Clark,NULL,71,170,NULL,Orthodox,27,21,1
Logan,Clark,NULL,74,185,NULL,Orthodox,18,6,0
Mychal,Clark,NULL,75,224,NULL,Orthodox,10,14,0
Dominic,Clark,NULL,70,155,NULL,NULL,10,7,0
Heather,Clark,Hurricane,66,115,64,Orthodox,7,6,0
Devin,Clark,Brown Bear,72,205,75,Orthodox,13,7,0
Jessica-Rose,Clark,NULL,65,135,64,Orthodox,11,8,0
John,Clarke,NULL,0,170,NULL,NULL,1,1,0
Mitch,Clarke,Danger Zone,70,155,73,Orthodox,11,5,0
Rich,Clementi,No Love,69,155,72,Southpaw,45,23,1
Chris,Clements,The Menace,70,170,70,Orthodox,12,6,0
RJ,Clifford,NULL,0,160,NULL,NULL,4,3,0
Josh,Clopton,The Gentleman,66,145,NULL,Orthodox,6,2,1
Brian,Cobb,NULL,71,155,NULL,Orthodox,20,9,0
Darryl,Cobb,NULL,69,185,NULL,NULL,6,8,0
Dave,Cochran,NULL,66,155,NULL,NULL,26,29,1
Dakota,Cochrane,NULL,68,155,NULL,NULL,29,12,0
Marloes,Coenen,NULL,69,145,67,NULL,23,8,0
Marc,Cofer,NULL,0,185,NULL,NULL,7,5,0
John,Cofer,The Potter,69,155,NULL,Southpaw,8,4,0
Chris,Coggins,NULL,0,NULL,NULL,NULL,7,10,0
Felipe,Colares,Cabocao,68,145,69,Orthodox,10,4,0
Wayne,Cole,NULL,73,205,NULL,Orthodox,16,25,0
Devin,Cole,NULL,76,240,NULL,Orthodox,20,10,1
Coltin,Cole,NULL,0,185,NULL,NULL,4,5,0
Ivan,Cole,JP,69,135,NULL,NULL,2,3,0
Mark,Coleman,The Hammer,73,205,75,Orthodox,16,10,0
Cortez,Coleman,Hollywood,73,185,NULL,NULL,13,8,0
Clay,Collard,Cassius,71,145,73,Orthodox,14,7,0
Jamie,Colleen,NULL,63,115,65,Orthodox,4,1,0
Jake,Collier,The Prototype,75,230,78,Orthodox,13,8,0
Christian,Colombo,NULL,77,265,NULL,Orthodox,8,3,1
Willian,Colorado,NULL,70,135,72,NULL,11,1,0
Wes,Combs,The Soldier,74,205,NULL,Orthodox,20,6,0
Carlos,Condit,The Natural Born Killer,74,170,75,Orthodox,32,14,0
Chris,Condo,NULL,72,335,NULL,Orthodox,0,1,0
Montserrat,Conejo,NULL,60,115,61,Southpaw,10,2,0
Tristan,Connelly,Boondock,70,145,68,Orthodox,14,8,0
Marcos,Conrado Jr.,NULL,74,220,NULL,Orthodox,5,1,0
Jeremiah,Constant,NULL,73,240,NULL,Orthodox,11,8,0
Jonathan,Contrestano,JT,0,155,NULL,NULL,6,0,0
Bob,Cook,Crazy,69,170,NULL,Orthodox,5,0,0
Mike,Cook,NULL,73,205,NULL,Orthodox,13,13,0
Chad,Cook,NULL,74,205,NULL,NULL,10,12,0
TJ,Cook,NULL,0,205,NULL,NULL,13,5,0
Dewey,Cooper,The Black Cobra,0,205,NULL,NULL,2,1,0
Brett,Cooper,NULL,72,170,NULL,Orthodox,23,12,0
Bill,Cooper,NULL,0,155,NULL,NULL,2,1,0
Bobby,Cooper,Super Duper,73,155,NULL,NULL,12,7,0
Amanda,Cooper,ABC,63,115,64,Switch,3,5,0
Kit,Cope,Havoc,72,170,NULL,Orthodox,6,7,0
Chris,Cope,C-Murder,72,170,72,Orthodox,8,4,0
Josh,Copeland,Cuddly Bear,73,265,NULL,Orthodox,12,4,0
Michael,Cora,Kookie Monster,73,170,77,Southpaw,4,1,0
Akira,Corassani,NULL,68,145,68,Orthodox,12,6,0
Muhsin,Corbbrey,NULL,70,155,NULL,Orthodox,17,9,0
Daniel,Cormier,DC,71,235,72,Orthodox,22,3,0
Clint,Coronel,NULL,0,155,NULL,NULL,2,5,0
Henry,Corrales,NULL,69,145,NULL,NULL,13,3,0
Bethe,Correia,Pitbull,65,135,64,Orthodox,11,6,1
Wesley,Correira,Cabbage,75,260,NULL,Orthodox,20,16,0
Waldo,Cortes-Acosta,Salsa Boy,76,260,78,Orthodox,8,0,0
Tracy,Cortez,NULL,65,125,65,Orthodox,10,1,0
Reyes,Cortez,JR,67,135,68,Orthodox,5,2,0
Chad,Corvin,The Brave Warrior,77,255,NULL,NULL,5,0,0
Louis,Cosce,NULL,69,170,71,Orthodox,7,2,0
Orion,Cosce,Galaxy,71,170,71,Switch,8,1,0
Miguel,Cosio,NULL,76,205,NULL,NULL,1,13,0
Jadson,Costa,NULL,67,155,NULL,Orthodox,22,8,0
Guilherme,Costa,The Prodigy,0,155,NULL,NULL,7,1,0
Paulo,Costa,The Eraser,73,185,72,Orthodox,14,2,0
Randy,Costa,The Zohan,69,135,73,Switch,6,4,0
Alessandro,Costa,Nono,64,125,67,Orthodox,11,2,0
Oscar,Cota,Elevation,72,230,72,Orthodox,11,3,0
Patrick,Cote,The Predator,71,170,75,Orthodox,23,11,0
JC,Cottrell,NULL,69,155,NULL,Orthodox,17,5,0
JR,Coughran,Bam Bam,66,145,NULL,Orthodox,4,1,0
Rashad,Coulter,Daywalker,71,205,76,Orthodox,9,4,0
Dave,Courchaine,NULL,68,170,NULL,NULL,20,7,0
Randy,Couture,The Natural,73,205,75,Orthodox,19,11,0
Kim,Couture,Sugar Free,68,135,NULL,Orthodox,3,8,0
Ryan,Couture,NULL,70,155,73,Orthodox,11,5,0
Nikk,Covert,The Brick,68,185,NULL,NULL,3,4,0
Colby,Covington,Chaos,71,170,72,Orthodox,17,3,0
Hailey,Cowan,All Hail,68,135,67,Southpaw,7,2,0
Jeff,Cox,The Grinder,70,155,NULL,Orthodox,10,7,0
Nathan,Coy,Soulforce,70,170,69,Southpaw,15,7,0
Andrew,Craig,Highlight,73,170,76,Orthodox,9,4,0
Paul,Craig,Bearjew,75,205,76,Orthodox,16,5,1
Dan,Cramer,NULL,74,170,NULL,Orthodox,11,4,0
Alberto,Crane,NULL,65,155,NULL,Orthodox,15,5,0
Tim,Credeur,NULL,75,185,75,Orthodox,12,4,0
Paul,Creighton,NULL,66,155,NULL,Southpaw,3,1,0
Alexander,Crispim,NULL,0,145,NULL,NULL,8,6,0
Alex,Crispin,NULL,0,155,NULL,NULL,0,1,0
Kevin,Croom,Crash,71,135,73,Orthodox,21,15,0
Ken,Cross,The Boss,72,155,72,Southpaw,11,3,0
Jeff,Crotty,NULL,0,155,NULL,NULL,1,1,0
Allen,Crowder,Pretty Boy,75,245,76,Orthodox,10,4,0
Daron,Cruickshank,Detroit Superstar,68,155,72,Switch,18,10,0
Richard,Crunkilton,Cleat,67,155,NULL,Orthodox,19,4,0
Jimmy,Crute,NULL,74,205,74,Orthodox,12,3,0
Marcio,Cruz,Pe de Pano,76,232,NULL,Orthodox,8,3,0
Dominick,Cruz,The Dominator,68,135,68,Orthodox,24,4,0
Aalon,Cruz,NULL,72,145,78,Switch,8,4,0
Jay,Cucciniello,NULL,67,155,NULL,Orthodox,8,1,0
Emilio,Cuellar,Show Kid,0,125,NULL,NULL,6,1,0
Josh,Culibao,Kuya,70,145,73,Orthodox,10,1,1
Chris,Culley,NULL,0,145,NULL,NULL,20,15,0
Abel,Cullum,The Silent Assassin,67,139,NULL,Orthodox,20,6,0
Zak,Cummings,NULL,72,185,75,Southpaw,24,7,0
Everett,Cummings,NULL,0,205,NULL,NULL,12,0,0
Patrick,Cummins,Durkin,74,205,76,Orthodox,10,7,0
Luke,Cummo,NULL,72,170,74,Orthodox,6,6,0
Hugo,Cunha,Silverback,76,250,NULL,NULL,6,0,0
Alton,Cunningham,The Bo-Man,74,205,77,Orthodox,4,2,0
Santo,Curatolo,NULL,63,125,62,Southpaw,6,2,0
Larry,Cureton,NULL,74,240,NULL,Orthodox,0,2,0
Jeff,Curran,Big Frog,66,135,69,Orthodox,36,18,1
Kailin,Curran,NULL,64,115,65,Orthodox,4,5,0
Pat,Curran,Paddy Mike,69,145,NULL,NULL,22,7,0
Chris,Curtis,Action-Man,70,185,75,Orthodox,29,9,0
Ion,Cutelaba,The Hulk,73,205,75,Southpaw,16,8,1
Gleidson,Cutis,Poney,69,155,NULL,Orthodox,7,4,0
Sarah,D'alelio,The Monster,67,145,NULL,NULL,11,7,0
Marcos,da Matta,Parrumpinha,64,145,NULL,NULL,11,3,0
Henrique,da Silva,Frankenstein,75,205,76,Orthodox,14,5,0
Alex,Da Silva,Leko,68,155,73,Orthodox,21,4,0
Daniel,Da Silva,Miojo,66,125,70,Switch,11,4,0
Henrique,Da Silva Lopes,Montanha,75,240,NULL,NULL,5,2,0
Nicolas,Dalby,Danish Dynamite,71,170,74,Orthodox,20,4,1
Paul,Daley,Semtex,69,170,76,Orthodox,39,15,2
Dave,Dalgliesh,NULL,74,205,NULL,Orthodox,30,19,2
Richard,Dalton,NULL,73,205,NULL,Orthodox,4,3,1
Aisling,Daly,Ais the Bash,62,115,64,Orthodox,16,6,0
Marko,Damiani,NULL,72,170,NULL,NULL,0,2,0
Leonardo,Damiani,Puppy,70,170,69,Orthodox,10,3,1
Rodrigo,Damm,NULL,67,155,71,Orthodox,13,9,0
Carina,Damm,Beauty But the Beast,64,135,NULL,NULL,2,13,0
Batgerel,Danaa,Storm,67,135,70,Orthodox,12,4,0
Cindy,Dandois,Battlecat,67,135,NULL,Orthodox,8,3,0
Jarjis,Danho,Man Mountain,75,265,74,Orthodox,7,1,1
Raymond,Daniels,NULL,74,185,NULL,Southpaw,0,1,0
Marques,Daniels,NULL,0,155,NULL,NULL,5,5,0
Alexandre,Dantas,Cafe,74,238,NULL,Orthodox,0,3,0
Eduardo,Dantas,Dudu,70,135,NULL,NULL,20,4,0
Mac,Danzig,NULL,68,155,70,Orthodox,21,12,1
Karen,Darabedyan,NULL,67,155,68,Orthodox,13,6,0
Beneil,Dariush,NULL,70,155,72,Southpaw,22,4,1
Sean,Daugherty,NULL,72,175,NULL,NULL,0,2,0
Kyle,Daukaus,NULL,75,185,76,Southpaw,11,3,0
Chris,Daukaus,NULL,75,250,76,Orthodox,12,5,0
Brian,Davidson,NULL,66,145,NULL,NULL,13,4,0
Rick,Davis,The Flying Squirrel,69,155,NULL,Orthodox,3,1,1
Marcus,Davis,The Irish Hand Grenade,70,170,70,Southpaw,22,11,0
LC,Davis,NULL,68,135,69,Southpaw,23,8,0
Phil,Davis,Mr. Wonderful,74,205,79,Orthodox,17,4,0
Lemont,Davis,NULL,68,170,NULL,Orthodox,2,6,0
Mike,Davis,NULL,0,NULL,NULL,NULL,2,0,0
Justin,Davis,Dangerous,71,205,NULL,NULL,13,16,0
Alexis,Davis,NULL,66,135,68,Orthodox,21,11,0
Danny,Davis,NULL,74,170,NULL,NULL,13,11,1
Brandon,Davis,Killer B,70,135,72,Orthodox,14,10,0
Mike,Davis,Beast Boy,72,155,72,Orthodox,10,2,0
Hakeem,Dawodu,Mean,68,145,73,Orthodox,13,3,1
Grant,Dawson,KGD,70,155,72,Switch,19,1,1
Jason,Day,Dooms,72,185,72,Orthodox,19,12,0
Martin,Day,The Spartan,70,145,73,Orthodox,8,6,0
Angel,De Anda,The Dream,69,225,NULL,Orthodox,18,6,0
Yorgan,De Castro,The Mad Titan,72,250,74,Orthodox,6,3,0
Geraldo,de Freitas,Spartan,67,135,72,Orthodox,12,6,0
Philip,De Fries,NULL,77,250,79,Orthodox,12,6,0
Chris,de la Rocha,NULL,75,250,80,Orthodox,5,3,0
Montana,De La Rosa,NULL,67,125,68,Orthodox,12,7,1
Mark,De La Rosa,Bumblebee,66,135,65,Orthodox,11,5,0
Mike,de la Torre,El Cucuy,71,145,71,Orthodox,14,7,0
Rodrigo,de Lima,Monstro,67,155,NULL,Orthodox,8,3,1
Edilberto,de Oliveira,Crocota,72,170,NULL,Orthodox,29,15,2
Johil,de Oliveira,NULL,66,170,NULL,Orthodox,17,15,1
Jorge,de Oliveira,Blade,68,155,NULL,Orthodox,9,2,0
Isabela,de Padua,Belinha,63,125,64,Orthodox,5,2,0
Gloria,de Paula,Glorinha,65,115,67,Orthodox,6,5,0
Germaine,de Randamie,The Iron Lady,69,135,71,Orthodox,10,4,0
Crezio,de Souza,NULL,0,170,NULL,Orthodox,1,2,0
Tom,DeBlass,NULL,72,185,NULL,Orthodox,9,2,0
Issac,DeJesus,NULL,0,145,NULL,NULL,12,7,1
Rafael,Del Real,NULL,71,225,NULL,NULL,6,20,0
Shane,del Rosario,NULL,76,250,NULL,Southpaw,11,2,0
Wallen,Del Rosario,NULL,64,125,67,Orthodox,8,2,0
Humberto,DeLeon,NULL,0,135,NULL,NULL,7,7,0
Rolando,Delgado,Roli,75,155,77,Orthodox,11,6,1
Israel,Delgado,NULL,70,155,NULL,NULL,0,2,0
Ante,Delija,Walking Trouble,76,245,NULL,Orthodox,17,3,0
Jack,Della Maddalena,NULL,71,170,73,Switch,12,2,0
Roland,Delorme,NULL,69,135,71,Orthodox,9,5,0
Jon,Delos Reyes,The Heat,66,125,67,Orthodox,8,5,0
Jason,DeLucia,NULL,71,190,NULL,Southpaw,33,21,1
Justin,DeMoney,NULL,0,170,NULL,NULL,15,7,1
Vanessa,Demopoulos,Lil Monster,62,115,59,Orthodox,8,4,0
Chris,Dempsey,NULL,70,185,72,Orthodox,11,5,0
Nick,Denis,The Ninja of Love,67,135,NULL,Orthodox,11,3,0
Thomas,Denny,The Wildman,70,170,NULL,Orthodox,27,21,1
Robert,Densley,The Wrecker,69,155,NULL,NULL,9,10,0
Jason,Dent,Dynamite,70,155,71,Orthodox,22,13,0
Mackenzie,Dern,NULL,64,115,63,Orthodox,12,3,0
Booker,DeRousse,NULL,74,205,NULL,NULL,6,5,0
Tony,DeSouza,NULL,72,170,70,Southpaw,11,4,0
Cory,Devela,The One,60,185,NULL,Orthodox,16,7,0
John,Devine,NULL,0,NULL,NULL,NULL,6,4,0
Edwin,DeWees,Babyface,73,185,NULL,Orthodox,38,17,0
